0.000000 400.000000
0.123457 388.391771
0.246914 378.130772
0.370370 369.060610
0.493827 361.043040
0.617284 353.955863
0.740741 347.691058
0.864198 342.153140
0.987654 337.257703
1.111111 332.930131
1.234568 329.104467
1.358025 325.722401
1.481481 322.732385
1.604938 320.088847
1.728395 317.751494
1.851852 315.684702
1.975309 313.856970
2.098765 312.240440
2.222222 310.810473
2.345679 309.545275
2.469136 308.425562
2.592593 307.434268
2.716049 306.556284
2.839506 305.778228
2.962963 305.088242
3.086420 304.475808
3.209877 303.931593
3.333333 303.447301
3.456790 303.015552
3.580247 302.629764
3.703704 302.284059
3.827160 301.973166
3.950617 301.692347
4.074074 301.437322
4.197531 301.204204
4.320988 300.989440
4.444444 300.789757
4.567901 300.602110
4.691358 300.423641
4.814815 300.251629
4.938272 300.083452
5.061728 299.916548
5.185185 299.748371
5.308642 299.576359
5.432099 299.397890
5.555556 299.210243
5.679012 299.010560
5.802469 298.795796
5.925926 298.562678
6.049383 298.307653
6.172840 298.026834
6.296296 297.715941
6.419753 297.370236
6.543210 296.984448
6.666667 296.552699
6.790123 296.068407
6.913580 295.524192
7.037037 294.911758
7.160494 294.221772
7.283951 293.443716
7.407407 292.565732
7.530864 291.574438
7.654321 290.454725
7.777778 289.189527
7.901235 287.759560
8.024691 286.143030
8.148148 284.315298
8.271605 282.248506
8.395062 279.911153
8.518519 277.267615
8.641975 274.277599
8.765432 270.895533
8.888889 267.069869
9.012346 262.742297
9.135802 257.846860
9.259259 252.308942
9.382716 246.044137
9.506173 238.956960
9.629630 230.939390
9.753086 221.869228
9.876543 211.608229
10.000000 200.000000
