0 1.3 1.3 
0.1 1.16588 1.33053 
0.2 1.04251 1.34434 
0.3 0.931478 1.34245 
0.4 0.833271 1.32661 
0.5 0.747601 1.29896 
0.6 0.67366 1.2618 
0.7 0.61036 1.21732 
0.8 0.556504 1.16757 
0.9 0.510906 1.1143 
1 0.472459 1.05902 
1.1 0.440165 1.00293 
1.2 0.413157 0.947006 
1.3 0.390687 0.891997 
1.4 0.372125 0.838466 
1.5 0.356939 0.786821 
1.6 0.34469 0.737347 
1.7 0.335013 0.69023 
1.8 0.327605 0.645572 
1.9 0.322221 0.603419 
2 0.318658 0.563768 
2.1 0.316753 0.526578 
2.2 0.316374 0.491786 
2.3 0.317415 0.459308 
2.4 0.319794 0.429049 
2.5 0.323448 0.400904 
2.6 0.328328 0.374766 
2.7 0.334404 0.350524 
2.8 0.341653 0.328068 
2.9 0.350066 0.307292 
3 0.359644 0.28809 
3.1 0.370394 0.270363 
3.2 0.382332 0.254015 
3.3 0.395482 0.238954 
3.4 0.409873 0.225097 
3.5 0.425542 0.212361 
3.6 0.442528 0.200674 
3.7 0.460881 0.189965 
3.8 0.48065 0.180171 
3.9 0.501894 0.171232 
4 0.524673 0.163095 
4.1 0.549054 0.155712 
4.2 0.575106 0.149038 
4.3 0.602903 0.143035 
4.4 0.632523 0.137668 
4.5 0.664046 0.132908 
4.6 0.697556 0.12873 
4.7 0.733137 0.125115 
4.8 0.770876 0.122048 
4.9 0.81086 0.11952 
5 0.853175 0.117527 
5.1 0.897905 0.116071 
5.2 0.945129 0.115161 
5.3 0.994921 0.114814 
5.4 1.04734 0.115054 
5.5 1.10245 0.115917 
5.6 1.16027 0.117447 
5.7 1.22081 0.119703 
5.8 1.28406 0.122761 
5.9 1.34996 0.126712 
6 1.41839 0.131672 
6.1 1.4892 0.137782 
6.2 1.56214 0.145216 
6.3 1.63686 0.154186 
6.4 1.71291 0.16495 
6.5 1.78968 0.177819 
6.6 1.86638 0.193171 
6.7 1.94202 0.211454 
6.8 2.01535 0.233201 
6.9 2.08484 0.259031 
7 2.14864 0.289652 
7.1 2.20458 0.325843 
7.2 2.25014 0.36843 
7.3 2.28257 0.41822 
7.4 2.29895 0.47591 
7.5 2.29643 0.541946 
7.6 2.27253 0.616341 
7.7 2.22551 0.698474 
7.8 2.15477 0.786906 
7.9 2.06123 0.879269 
8 1.94744 0.972312 
8.1 1.81756 1.06214 
8.2 1.67689 1.14462 
8.3 1.53126 1.21592 
8.4 1.38633 1.27297 
8.5 1.24694 1.31384 
8.6 1.11672 1.33783 
8.7 0.998004 1.34538 
8.8 0.891926 1.33786 
8.9 0.798643 1.31718 
9 0.717631 1.28558 
9.1 0.647949 1.24532 
9.2 0.58845 1.19858 
9.3 0.537929 1.14727 
9.4 0.495226 1.09306 
9.5 0.459273 1.03733 
9.6 0.429123 0.981208 
9.7 0.403954 0.925561 
9.8 0.383066 0.871066 
9.9 0.365869 0.818224 
10 0.351869 0.767392 
10.1 0.340655 0.718814 
10.2 0.331889 0.67264 
10.3 0.325292 0.628951 
10.4 0.320635 0.587769 
10.5 0.317732 0.549077 
10.6 0.316432 0.512824 
10.7 0.316614 0.478939 
10.8 0.318181 0.447333 
10.9 0.321061 0.417905 
11 0.325194 0.39055 
11.1 0.33054 0.365159 
11.2 0.337072 0.341622 
11.3 0.344773 0.319829 
11.4 0.353637 0.299675 
11.5 0.363667 0.281056 
11.6 0.374874 0.263874 
11.7 0.387279 0.248034 
11.8 0.400906 0.23345 
11.9 0.415787 0.220036 
12 0.431961 0.207715 
12.1 0.44947 0.196414 
12.2 0.468365 0.186067 
12.3 0.488699 0.176611 
12.4 0.510529 0.167989 
12.5 0.533921 0.160149 
12.6 0.55894 0.153046 
12.7 0.585659 0.146636 
12.8 0.614153 0.140883 
12.9 0.6445 0.135754 
13 0.676782 0.131222 
13.1 0.711084 0.127264 
13.2 0.74749 0.123863 
13.3 0.786088 0.121006 
13.4 0.826965 0.118685 
13.5 0.870205 0.116899 
13.6 0.915892 0.115653 
13.7 0.964102 0.114959 
13.8 1.01491 0.114836 
13.9 1.06836 0.115312 
14 1.12451 0.116427 
14.1 1.18339 0.11823 
14.2 1.24498 0.120787 
14.3 1.30927 0.124179 
14.4 1.37616 0.128506 
14.5 1.44554 0.133893 
14.6 1.51721 0.140493 
14.7 1.59089 0.148494 
14.8 1.66619 0.158126 
14.9 1.74259 0.169664 
15 1.81944 0.183447 
15.1 1.89586 0.199876 
15.2 1.97076 0.219432 
15.3 2.04281 0.242682 
15.4 2.11033 0.270279 
15.5 2.17137 0.302961 
15.6 2.2236 0.34153 
15.7 2.26442 0.386814 
15.8 2.29098 0.439591 
15.9 2.30036 0.500479 
16 2.28983 0.569781 
16.1 2.25713 0.647288 
16.2 2.20092 0.732081 
16.3 2.12115 0.822367 
16.4 2.01937 0.915422 
16.5 1.89878 1.00771 
16.6 1.76405 1.09517 
16.7 1.62076 1.17375 
16.8 1.47477 1.23983 
16.9 1.33147 1.29078 
17 1.19526 1.32513 
17.1 1.06929 1.34264 
17.2 0.955399 1.34416 
17.3 0.854301 1.33129 
17.4 0.76586 1.30611 
17.5 0.689363 1.27089 
17.6 0.623766 1.22788 
17.7 0.567886 1.17915 
17.8 0.520526 1.12654 
17.9 0.480557 1.07159 
18 0.446957 1.01559 
18.1 0.418826 0.959561 
18.2 0.395392 0.904291 
18.3 0.375998 0.850385 
18.4 0.360092 0.798286 
18.5 0.347216 0.748303 
18.6 0.336987 0.700643 
18.7 0.32909 0.655425 
18.8 0.323269 0.612706 
18.9 0.319311 0.572492 
19 0.317045 0.534752 
19.1 0.316332 0.499426 
19.2 0.317061 0.466435 
19.3 0.319144 0.435684 
19.4 0.322515 0.407072 
19.5 0.327122 0.380491 
19.6 0.33293 0.35583 
19.7 0.339916 0.332981 
19.8 0.348067 0.311836 
19.9 0.357382 0.292288 
20 0.367866 0.274237 
20.1 0.379534 0.257586 
20.2 0.392409 0.242242 
20.3 0.406517 0.228121 
20.4 0.421894 0.215139 
20.5 0.43858 0.203222 
20.6 0.45662 0.192298 
20.7 0.476065 0.182303 
20.8 0.496971 0.173176 
20.9 0.519399 0.164863 
21 0.543412 0.157313 
21.1 0.569081 0.150483 
21.2 0.596478 0.144332 
21.3 0.62568 0.138824 
21.4 0.656767 0.133929 
21.5 0.689821 0.129622 
21.6 0.724927 0.125882 
21.7 0.762172 0.122693 
21.8 0.801642 0.120043 
21.9 0.843424 0.11793 
22 0.887602 0.116352 
22.1 0.934258 0.115318 
22.2 0.983464 0.114842 
22.3 1.03529 0.114947 
22.4 1.08978 0.115665 
22.5 1.14699 0.11704 
22.6 1.20692 0.119127 
22.7 1.26956 0.121996 
22.8 1.33487 0.125737 
22.9 1.40275 0.130458 
23 1.47304 0.136295 
23.1 1.54552 0.143414 
23.2 1.61988 0.152016 
23.3 1.69568 0.16235 
23.4 1.77234 0.174715 
23.5 1.84913 0.18947 
23.6 1.92511 0.207049 
23.7 1.99909 0.227964 
23.8 2.06959 0.252814 
23.9 2.13486 0.282289 
24 2.19278 0.317152 
24.1 2.24092 0.358224 
24.2 2.27656 0.406323 
24.3 2.29681 0.462181 
24.4 2.29878 0.526315 
24.5 2.27989 0.598854 
24.6 2.23818 0.679336 
24.7 2.17278 0.766521 
24.8 2.08421 0.858252 
24.9 1.97468 0.951465 
25 1.84799 1.04238 
25.1 1.70925 1.12687 
25.2 1.56423 1.20099 
25.3 1.41869 1.26147 
25.4 1.27768 1.30609 
25.5 1.14514 1.33388 
25.6 1.02369 1.34506 
25.7 0.914724 1.34078 
25.8 0.818581 1.32288 
25.9 0.734873 1.29354 
26 0.662731 1.25504 
26.1 0.60104 1.20958 
26.2 0.548599 1.15915 
26.3 0.50423 1.10546 
26.4 0.466842 1.04997 
26.5 0.435459 0.993852 
26.6 0.409232 0.938031 
26.7 0.387435 0.883227 
26.8 0.369452 0.829976 
26.9 0.354769 0.778666 
27 0.342959 0.729564 
27.1 0.333667 0.682838 
27.2 0.326602 0.638585 
27.3 0.321525 0.596837 
27.4 0.318241 0.557587 
27.5 0.316591 0.52079 
27.6 0.316448 0.486379 
27.7 0.317711 0.454266 
27.8 0.3203 0.424356 
27.9 0.324154 0.396544 
28 0.32923 0.370719 
28.1 0.335496 0.346773 
28.2 0.342934 0.324597 
28.3 0.351536 0.304082 
28.4 0.361302 0.285126 
28.5 0.372243 0.267628 
28.6 0.384375 0.251494 
28.7 0.397724 0.236633 
28.8 0.412319 0.222963 
28.9 0.428198 0.210402 
29 0.445402 0.198877 
29.1 0.46398 0.188321 
29.2 0.483984 0.178668 
29.3 0.505472 0.169863 
29.4 0.528506 0.161851 
29.5 0.553152 0.154585 
29.6 0.579481 0.148022 
29.7 0.607568 0.142124 
29.8 0.63749 0.136857 
29.9 0.669328 0.132193 
30 0.703167 0.128108 
30.1 0.739091 0.124582 
30.2 0.777187 0.121603 
30.3 0.817543 0.119161 
30.4 0.860243 0.117255 
30.5 0.905371 0.115886 
30.6 0.953005 0.115066 
30.7 1.00322 0.114812 
30.8 1.05607 0.11515 
30.9 1.11161 0.116117 
31 1.16987 0.11776 
31.1 1.23086 0.120141 
31.2 1.29454 0.123336 
31.3 1.36085 0.127442 
31.4 1.42969 0.132577 
31.5 1.50086 0.138889 
31.6 1.57412 0.146556 
31.7 1.64909 0.155797 
31.8 1.7253 0.166879 
31.9 1.80211 0.180122 
32 1.87871 0.195916 
32.1 1.95407 0.214721 
32.2 2.02689 0.237084 
32.3 2.0956 0.263639 
32.4 2.15829 0.295105 
32.5 2.21272 0.332275 
32.6 2.25636 0.375973 
32.7 2.28639 0.426998 
32.8 2.29989 0.486016 
32.9 2.29407 0.553417 
33 2.26653 0.629126 
33.1 2.21567 0.712399 
33.2 2.14115 0.801652 
33.3 2.04411 0.894366 
33.4 1.9274 0.987166 
33.5 1.79539 1.07608 
33.6 1.65352 1.157 
33.7 1.50764 1.22617 
33.8 1.3633 1.28071 
33.9 1.22518 1.31886 
34 1.09669 1.34014 
34.1 0.979978 1.34514 
34.2 0.87598 1.33535 
34.3 0.784731 1.31275 
34.4 0.705622 1.27959 
34.5 0.637668 1.23815 
34.6 0.579702 1.19054 
34.7 0.530522 1.13866 
34.8 0.48898 1.08412 
34.9 0.454026 1.02826 
35 0.424734 0.972157 
35.1 0.400302 0.916656 
35.2 0.380049 0.862398 
35.3 0.3634 0.80986 
35.4 0.349876 0.759379 
35.5 0.339079 0.711181 
35.6 0.330681 0.665406 
35.7 0.324412 0.622121 
35.8 0.32005 0.581344 
35.9 0.317416 0.54305 
36 0.316363 0.507186 
36.1 0.316775 0.473676 
36.2 0.318559 0.442429 
36.3 0.321645 0.413343 
36.4 0.325977 0.386314 
36.5 0.331516 0.36123 
36.6 0.338238 0.337982 
36.7 0.346127 0.316461 
36.8 0.355179 0.296562 
36.9 0.365398 0.278182 
37 0.376798 0.261223 
37.1 0.389398 0.245593 
37.2 0.403226 0.231203 
37.3 0.418313 0.217971 
37.4 0.4347 0.20582 
37.5 0.45243 0.194678 
37.6 0.471554 0.184479 
37.7 0.492125 0.175161 
37.8 0.514204 0.166669 
37.9 0.537854 0.158952 
38 0.563143 0.151963 
38.1 0.590144 0.145661 
38.2 0.618932 0.140011 
38.3 0.649586 0.134981 
38.4 0.682189 0.130543 
38.5 0.716825 0.126677 
38.6 0.75358 0.123364 
38.7 0.792541 0.120594 
38.8 0.833794 0.118359 
38.9 0.877425 0.11666 
39 0.923515 0.115503 
39.1 0.97214 0.114899 
39.2 1.02337 0.114871 
39.3 1.07726 0.115448 
39.4 1.13385 0.11667 
39.5 1.19316 0.118591 
39.6 1.2552 0.121277 
39.7 1.31991 0.124812 
39.8 1.38722 0.129301 
39.9 1.45698 0.134873 
40 1.529 0.141686 
40.1 1.60297 0.149934 
40.2 1.67848 0.159854 
40.3 1.75501 0.171731 
40.4 1.83185 0.185912 
40.5 1.9081 0.202812 
40.6 1.98265 0.222925 
40.7 2.05408 0.246831 
40.8 2.1207 0.275198 
40.9 2.18048 0.308776 
41 2.23105 0.348376 
41.1 2.26976 0.394821 
41.2 2.29374 0.448874 
41.3 2.30008 0.511113 
41.4 2.28609 0.581772 
41.5 2.24965 0.660541 
41.6 2.1896 0.746368 
41.7 2.10612 0.837311 
41.8 2.00104 0.930499 
41.9 1.87782 1.02229 
42 1.7413 1.10859 
42.1 1.59719 1.18536 
42.2 1.45129 1.24915 
42.3 1.30886 1.29748 
42.4 1.17414 1.32909 
42.5 1.05003 1.34394 
42.6 0.938179 1.34301 
42.7 0.839156 1.328 
42.8 0.752705 1.30104 
42.9 0.678047 1.26441 
43 0.614103 1.22034 
43.1 0.55968 1.17087 
43.2 0.51359 1.11778 
43.3 0.474717 1.06258 
43.4 0.442058 1.00651 
43.5 0.414736 0.950555 
43.6 0.391997 0.895469 
43.7 0.373202 0.841829 
43.8 0.357815 0.790054 
43.9 0.345391 0.740435 
44 0.335559 0.693163 
44.1 0.328014 0.648347 
44.2 0.322507 0.606034 
44.3 0.318834 0.566224 
44.4 0.316827 0.528878 
44.5 0.316354 0.493936 
44.6 0.317307 0.461313 
44.7 0.319603 0.430915 
44.8 0.323176 0.402639 
44.9 0.32798 0.376376 
45 0.33398 0.352016 
45.1 0.341154 0.329449 
45.2 0.349494 0.308569 
45.3 0.358997 0.28927 
45.4 0.369671 0.271452 
45.5 0.381533 0.255018 
45.6 0.394605 0.239878 
45.7 0.408916 0.225946 
45.8 0.424502 0.213142 
45.9 0.441403 0.20139 
46 0.459667 0.19062 
46.1 0.479344 0.180769 
46.2 0.500492 0.171778 
46.3 0.523172 0.163591 
46.4 0.547448 0.156161 
46.5 0.573391 0.149443 
46.6 0.601075 0.143398 
46.7 0.630576 0.137991 
46.8 0.661975 0.133194 
46.9 0.695355 0.128979 
47 0.730801 0.125329 
47.1 0.7684 0.122228 
47.2 0.808238 0.119665 
47.3 0.850402 0.117638 
47.4 0.894976 0.116147 
47.5 0.942038 0.115202 
47.6 0.991664 0.114818 
47.7 1.04392 0.11502 
47.8 1.09885 0.115842 
47.9 1.15649 0.117327 
48 1.21686 0.119536 
48.1 1.27994 0.122539 
48.2 1.34567 0.12643 
48.3 1.41395 0.131322 
48.4 1.48462 0.137354 
48.5 1.55743 0.144698 
48.6 1.63205 0.153562 
48.7 1.70803 0.164203 
48.8 1.78477 0.176927 
48.9 1.8615 0.192108 
49 1.93724 0.210189 
49.1 2.01076 0.231697 
49.2 2.08055 0.257247 
49.3 2.14478 0.287539 
49.4 2.20129 0.32335 
49.5 2.2476 0.365504 
49.6 2.28095 0.414811 
49.7 2.29844 0.47198 
49.8 2.29721 0.537477 
49.9 2.27474 0.61135 
50 2.22922 0.693023 
50.1 2.15999 0.781114 
50.2 2.06784 0.873314 
50.3 1.95524 0.966426 
50.4 1.82623 1.05658 
50.5 1.68608 1.13965 
50.6 1.5406 1.21177 
50.7 1.39547 1.2698 
50.8 1.25559 1.31173 
50.9 1.1247 1.3368 
51 1.00521 1.34537 
51.1 0.898313 1.33875 
51.2 0.804222 1.31885 
51.3 0.722452 1.28788 
51.4 0.652079 1.24811 
51.5 0.591966 1.20172 
51.6 0.540908 1.15065 
51.7 0.497739 1.09658 
51.8 0.461384 1.04092 
51.9 0.430889 0.984786 
52 0.405425 0.929086 
52.1 0.384283 0.874501 
52.2 0.366866 0.821541 
52.3 0.352674 0.770572 
52.4 0.341294 0.721845 
52.5 0.33238 0.675515 
52.6 0.325652 0.631665 
52.7 0.320877 0.590323 
52.8 0.317867 0.551473 
52.9 0.316468 0.515067 
53 0.316559 0.481033 
53.1 0.318041 0.449284 
53.2 0.320838 0.41972 
53.3 0.324893 0.392236 
53.4 0.330163 0.366723 
53.5 0.336619 0.343071 
53.6 0.344245 0.32117 
53.7 0.353035 0.300914 
53.8 0.36299 0.2822 
53.9 0.374122 0.264929 
54 0.38645 0.249007 
54.1 0.399998 0.234345 
54.2 0.414798 0.220858 
54.3 0.430888 0.20847 
54.4 0.448311 0.197106 
54.5 0.467115 0.1867 
54.6 0.487355 0.177189 
54.7 0.509089 0.168515 
54.8 0.532378 0.160627 
54.9 0.557292 0.153478 
55 0.5839 0.147025 
55.1 0.612278 0.14123 
55.2 0.642504 0.136063 
55.3 0.674661 0.131494 
55.4 0.708831 0.1275 
55.5 0.7451 0.124064 
55.6 0.783556 0.121172 
55.7 0.824284 0.118817 
55.8 0.867371 0.116997 
55.9 0.912899 0.115716 
56 0.960946 0.114986 
56.1 1.01158 0.114825 
56.2 1.06487 0.115263 
56.3 1.12085 0.116335 
56.4 1.17955 0.118093 
56.5 1.24097 0.1206 
56.6 1.30508 0.123935 
56.7 1.37182 0.128199 
56.8 1.44104 0.133514 
56.9 1.51257 0.140031 
57 1.58613 0.147937 
57.1 1.66134 0.157456 
57.2 1.73769 0.168864 
57.3 1.81453 0.182491 
57.4 1.89101 0.198738 
57.5 1.96605 0.218079 
57.6 2.03832 0.241074 
57.7 2.1062 0.268372 
57.8 2.16771 0.300706 
57.9 2.22058 0.338874 
58 2.26221 0.383705 
58.1 2.28977 0.435982 
58.2 2.30033 0.496339 
58.3 2.29115 0.565103 
58.4 2.25991 0.642106 
58.5 2.20522 0.726477 
58.6 2.12693 0.816485 
58.7 2.02648 0.909461 
58.8 1.90696 1.00191 
58.9 1.77297 1.08981 
59 1.63005 1.16907 
59.1 1.48407 1.23604 
59.2 1.34045 1.28801 
59.3 1.20368 1.32344 
59.4 1.07699 1.34202 
59.5 0.962293 1.34452 
59.6 0.860374 1.33251 
59.7 0.771141 1.30805 
59.8 0.69391 1.2734 
59.9 0.627651 1.23082 
60 0.571187 1.1824 
