0 0.0174533
0.1 0.0173784
0.2 0.0171547
0.3 0.0167845
0.4 0.01627
0.5 0.0156148
0.6 0.0148231
0.7 0.0139005
0.8 0.0128542
0.9 0.0116934
1 0.010429
1.1 0.00907362
1.2 0.00764166
1.3 0.00614867
1.4 0.00461095
1.5 0.00304496
1.6 0.00146674
1.7 0.000108652
1.8 0.0016676
1.9 0.00319825
2 0.00469069
2.1 0.00613695
2.2 0.0075309
2.3 0.00886798
2.4 0.0101449
2.5 0.0113591
2.6 0.0125087
2.7 0.0135915
2.8 0.0146051
2.9 0.0155462
3 0.0164106
3.1 0.0171926
3.2 0.017885
3.3 0.0184791
3.4 0.0189648
3.5 0.0193308
3.6 0.0195651
3.7 0.0196558
3.8 0.0195913
3.9 0.0193622
4 0.0189616
4.1 0.0183861
4.2 0.0176372
4.3 0.0167209
4.4 0.0156483
4.5 0.0144353
4.6 0.013101
4.7 0.0116673
4.8 0.010157
4.9 0.00859238
5 0.006994
5.1 0.0053795
5.2 0.00376293
5.3 0.00215432
5.4 0.00055954
5.5 0.0010195
5.6 0.00258456
5.7 0.00414071
5.8 0.00569582
5.9 0.00726021
6 0.00884623
6.1 0.010468
6.2 0.012141
6.3 0.0138823
6.4 0.01571
6.5 0.0176435
6.6 0.0197032
6.7 0.0219111
6.8 0.0242902
6.9 0.0268652
7 0.0296625
7.1 0.0327101
7.2 0.0360383
7.3 0.0396795
7.4 0.0436687
7.5 0.048044
7.6 0.0528464
7.7 0.0581207
7.8 0.0639156
7.9 0.0702841
8 0.0772842
8.1 0.0849794
8.2 0.0934388
8.3 0.102738
8.4 0.11296
8.5 0.124193
8.6 0.136534
8.7 0.150087
8.8 0.164962
8.9 0.181274
9 0.199139
9.1 0.218673
9.2 0.239984
9.3 0.263166
9.4 0.288283
9.5 0.315358
9.6 0.344352
9.7 0.375141
9.8 0.407487
9.9 0.441015
10 0.475182
